,Mun,UF,Atingido_Alagamentos,Atingido_Des,Atingido_Enchente,Atingido_Enxurrada,Nao_ATV_P&DC,Nao_Instr_Inundacao,Nao_Medida_Estrutural_RRD,Nao_RR_Seca,Nao_Red_Des,Nao_Red_Enchente,Nao_Red_Enxurrada,Tem_Instr_Deslizamento,Tem_Red_Des
3148,Muqui,ES,0,1,1,0,0,0,0,0,0,0,0,1,1
3149,Nova Venécia,ES,1,1,0,0,0,0,0,0,1,0,0,1,1
3150,Pancas,ES,0,0,0,0,0,0,0,0,0,0,0,1,1
3151,Pedro Canário,ES,1,1,0,0,0,0,0,0,1,0,0,1,1
3152,Pinheiros,ES,1,0,1,0,0,0,0,0,0,0,0,1,1
3153,Piúma,ES,1,1,1,1,0,0,0,0,0,0,0,1,1
3154,Ponto Belo,ES,0,0,0,0,0,0,0,0,0,0,0,1,0
3155,Presidente Kennedy,ES,0,0,0,0,0,0,0,0,0,0,0,1,1
3156,Rio Bananal,ES,1,0,1,0,0,0,0,0,0,0,0,1,1
3157,Rio Novo do Sul,ES,1,0,1,1,0,0,0,0,0,0,0,1,1
3158,Santa Leopoldina,ES,1,1,1,1,0,0,0,0,1,1,0,1,1
3159,Santa Maria de Jetibá,ES,1,1,0,1,0,0,0,0,0,0,0,1,1
3160,Santa Teresa,ES,0,1,1,1,0,0,0,0,0,0,0,1,1
3161,São Domingos do Norte,ES,1,0,1,1,0,0,0,0,0,0,0,1,1
3162,São Gabriel da Palha,ES,1,1,1,1,0,0,0,0,0,0,0,1,1
3163,São José do Calçado,ES,1,0,1,1,1,0,0,0,0,1,1,1,1
3164,São Mateus,ES,1,1,1,0,0,0,0,0,0,0,0,1,1
3165,São Roque do Canaã,ES,0,0,1,0,0,0,0,0,0,0,0,0,0
3166,Serra,ES,1,1,0,0,0,0,0,0,0,0,0,1,1
3167,Sooretama,ES,1,0,1,1,0,0,0,0,0,0,0,0,0
3168,Vargem Alta,ES,1,1,1,1,0,0,0,0,1,0,0,1,1
3169,Venda Nova do Imigrante,ES,1,1,1,0,0,0,0,0,0,0,0,1,1
3170,Viana,ES,1,0,1,0,0,0,0,0,0,0,0,1,1
3171,Vila Pavão,ES,0,0,0,0,0,0,0,0,0,0,0,1,1
3172,Vila Valério,ES,0,0,0,0,0,0,0,0,0,0,0,1,1
3173,Vila Velha,ES,1,1,1,0,0,0,0,0,0,0,0,1,1
3174,Vitória,ES,1,1,0,1,0,0,0,0,0,0,0,1,1
3175,Angra dos Reis,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3176,Aperibé,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3177,Araruama,RJ,1,0,1,1,0,0,0,0,0,0,0,1,1
3178,Areal,RJ,0,1,0,1,0,0,0,0,0,0,1,1,1
3179,Armação dos Búzios,RJ,1,0,0,0,0,1,0,0,0,0,0,0,0
3180,Arraial do Cabo,RJ,1,1,0,0,0,1,0,0,0,0,0,1,1
3181,Barra do Piraí,RJ,1,1,1,0,0,0,0,0,0,1,0,1,1
3182,Barra Mansa,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3183,Belford Roxo,RJ,1,0,1,0,0,0,0,0,0,0,0,1,1
3184,Bom Jardim,RJ,1,0,1,1,0,0,0,0,0,0,0,1,1
3185,Bom Jesus do Itabapoana,RJ,1,1,1,1,0,0,0,0,0,1,0,1,1
3186,Cabo Frio,RJ,1,1,1,1,0,0,0,0,0,1,1,1,1
3187,Cachoeiras de Macacu,RJ,1,1,1,1,0,0,0,0,0,1,0,1,1
3188,Cambuci,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3189,Carapebus,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3190,Comendador Levy Gasparian,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3191,Campos dos Goytacazes,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3192,Cantagalo,RJ,0,0,0,0,0,0,0,0,0,0,0,1,1
3193,Cardoso Moreira,RJ,1,1,1,0,0,0,0,0,0,0,0,1,1
3194,Carmo,RJ,1,0,1,0,0,0,0,0,0,0,0,1,1
3195,Casimiro de Abreu,RJ,1,1,1,1,0,0,0,0,1,0,0,1,1
3196,Conceição de Macabu,RJ,0,1,0,0,0,0,0,0,0,0,0,1,1
3197,Cordeiro,RJ,0,0,0,0,0,0,0,0,0,0,0,1,1
3198,Duas Barras,RJ,1,0,0,0,0,0,0,0,0,0,0,1,1
3199,Duque de Caxias,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3200,Engenheiro Paulo de Frontin,RJ,1,1,1,1,0,0,0,0,1,1,1,1,1
3201,Guapimirim,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3202,Iguaba Grande,RJ,1,0,1,1,0,0,0,0,0,0,0,1,1
3203,Itaboraí,RJ,1,0,1,0,0,0,0,0,0,0,0,1,1
3204,Itaguaí,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3205,Italva,RJ,1,0,1,0,0,0,0,0,0,1,0,1,1
3206,Itaocara,RJ,1,0,1,1,0,0,0,0,0,0,1,1,1
3207,Itaperuna,RJ,1,1,1,1,0,0,0,1,1,1,1,1,1
3208,Itatiaia,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3209,Japeri,RJ,1,1,1,0,0,0,0,0,1,0,0,1,1
3210,Laje do Muriaé,RJ,1,1,1,1,0,0,0,0,0,1,1,1,1
3211,Macaé,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3212,Macuco,RJ,0,1,0,0,0,0,0,0,0,0,0,1,1
3213,Magé,RJ,1,1,0,1,0,0,0,0,0,0,0,1,1
3214,Mangaratiba,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3215,Maricá,RJ,1,1,1,0,0,0,0,0,0,0,0,1,1
3216,Mendes,RJ,0,1,1,0,0,0,0,0,0,1,0,1,1
3217,Mesquita,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3218,Miguel Pereira,RJ,1,1,1,0,0,0,0,0,0,0,0,1,1
3219,Miracema,RJ,1,1,0,1,0,0,0,0,0,0,0,1,1
3220,Natividade,RJ,1,1,1,1,0,0,0,0,1,1,0,1,1
3221,Nilópolis,RJ,1,1,1,0,0,0,0,0,0,0,0,1,1
3222,Niterói,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3223,Nova Friburgo,RJ,1,1,0,1,0,0,0,0,0,0,0,1,1
3224,Nova Iguaçu,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3225,Paracambi,RJ,0,1,0,0,0,0,0,0,0,0,0,1,1
3226,Paraíba do Sul,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3227,Paraty,RJ,1,1,1,1,0,0,0,0,0,1,1,1,1
3228,Paty do Alferes,RJ,1,1,0,0,0,0,0,0,0,0,0,1,1
3229,Petrópolis,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3230,Pinheiral,RJ,1,1,1,0,0,0,0,0,0,0,0,1,1
3231,Piraí,RJ,0,1,0,0,0,0,0,0,0,0,0,1,1
3232,Porciúncula,RJ,1,0,1,1,0,0,0,0,0,0,0,1,1
3233,Porto Real,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3234,Quatis,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3235,Queimados,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3236,Quissamã,RJ,1,0,1,0,0,0,0,0,0,0,0,1,1
3237,Resende,RJ,1,0,0,0,0,0,0,0,0,0,0,1,1
3238,Rio Bonito,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3239,Rio Claro,RJ,1,0,1,1,0,0,0,0,0,0,0,1,1
3240,Rio das Flores,RJ,0,1,0,0,0,0,0,0,1,0,0,1,1
3241,Rio das Ostras,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3242,Rio de Janeiro,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3243,Santa Maria Madalena,RJ,1,1,0,1,0,0,0,0,0,0,0,1,1
3244,Santo Antônio de Pádua,RJ,1,1,1,1,0,0,0,0,1,0,0,1,1
3245,São Francisco de Itabapoana,RJ,1,1,1,1,0,0,0,1,1,0,1,1,1
3246,São Fidélis,RJ,1,0,0,0,0,0,0,0,0,0,0,1,1
3247,São Gonçalo,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3248,São João da Barra,RJ,1,0,1,0,0,0,0,0,0,0,0,0,0
3249,São João de Meriti,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3250,São José de Ubá,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3251,São José do Vale do Rio Preto,RJ,1,1,1,1,0,0,0,0,1,1,1,1,1
3252,São Pedro da Aldeia,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3253,São Sebastião do Alto,RJ,0,0,0,0,0,0,0,0,0,0,0,1,1
3254,Sapucaia,RJ,1,0,1,1,0,0,0,0,0,0,0,1,1
3255,Saquarema,RJ,1,1,1,0,0,0,0,0,0,0,0,1,1
3256,Seropédica,RJ,1,0,0,0,1,0,0,0,0,0,0,1,1
3257,Silva Jardim,RJ,1,1,1,1,0,0,1,0,0,0,0,1,1
3258,Sumidouro,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3259,Tanguá,RJ,1,0,1,1,0,0,0,0,0,0,0,1,1
3260,Teresópolis,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3261,Trajano de Moraes,RJ,1,0,1,0,0,0,0,0,0,0,0,1,1
3262,Três Rios,RJ,1,1,0,0,0,0,0,0,0,0,0,1,1
3263,Valença,RJ,0,0,1,1,0,0,0,0,0,0,0,1,1
3264,Varre-Sai,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3265,Vassouras,RJ,1,1,1,0,0,0,0,0,0,0,0,1,1
3266,Volta Redonda,RJ,1,1,1,1,0,0,0,0,0,0,0,1,1
3267,Adamantina,SP,1,0,1,0,0,1,0,0,0,1,0,0,0
3268,Adolfo,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3269,Aguaí,SP,0,0,0,1,1,0,0,0,0,0,0,0,0
3270,Águas da Prata,SP,0,0,0,0,0,1,0,0,0,0,0,1,1
3271,Águas de Lindóia,SP,1,0,1,1,0,0,0,0,0,0,0,1,1
3272,Águas de Santa Bárbara,SP,0,0,0,1,0,1,1,0,0,0,0,0,0
3273,Águas de São Pedro,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3274,Agudos,SP,1,0,1,0,0,0,0,0,0,0,0,1,1
3275,Alambari,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3276,Alfredo Marcondes,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3277,Altair,SP,0,1,1,1,0,1,0,0,1,0,0,0,0
3278,Altinópolis,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3279,Alto Alegre,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3280,Alumínio,SP,0,1,0,1,0,0,0,0,0,0,0,1,1
3281,Álvares Florence,SP,0,0,0,0,0,1,1,1,0,0,0,0,0
3282,Álvares Machado,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3283,Álvaro de Carvalho,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3284,Alvinlândia,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3285,Americana,SP,1,0,1,0,0,0,0,0,0,0,0,1,1
3286,Américo Brasiliense,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3287,Américo de Campos,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3288,Amparo,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3289,Analândia,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3290,Andradina,SP,0,0,0,0,0,0,1,0,0,0,0,1,1
3291,Angatuba,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3292,Anhembi,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3293,Anhumas,SP,0,0,0,0,0,1,1,0,0,0,0,0,0
3294,Aparecida,SP,1,1,1,0,0,0,0,0,1,0,0,1,1
3295,Aparecida dOeste,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3296,Apiaí,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3297,Araçariguama,SP,1,1,1,1,0,0,0,0,0,0,0,1,1
3298,Araçatuba,SP,1,0,1,1,0,0,0,0,0,0,0,0,0
3299,Araçoiaba da Serra,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3300,Aramina,SP,0,0,0,0,1,1,0,0,0,0,0,0,0
3301,Arandu,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3302,Arapeí,SP,1,0,1,1,0,0,0,0,0,1,1,1,1
3303,Araraquara,SP,1,0,0,1,0,0,0,0,0,0,0,0,0
3304,Araras,SP,1,0,1,1,0,0,0,0,0,0,0,1,1
3305,Arco-Íris,SP,0,0,0,1,0,1,0,0,0,0,0,0,0
3306,Arealva,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3307,Areias,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3308,Areiópolis,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3309,Ariranha,SP,0,0,0,0,0,1,0,1,0,0,0,1,1
3310,Artur Nogueira,SP,1,0,0,0,0,0,0,0,0,0,0,1,1
3311,Arujá,SP,0,0,0,0,1,0,0,0,0,0,0,1,1
3312,Aspásia,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3313,Assis,SP,1,0,0,1,0,0,0,0,0,0,0,1,1
3314,Atibaia,SP,1,1,1,1,0,0,0,0,0,0,0,1,1
3315,Auriflama,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3316,Avaí,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3317,Avanhandava,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3318,Avaré,SP,1,1,1,1,0,0,0,1,0,0,0,1,1
3319,Bady Bassitt,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3320,Balbinos,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3321,Bálsamo,SP,0,0,0,0,0,0,0,0,0,0,0,1,0
3322,Bananal,SP,1,0,1,1,0,1,1,0,0,0,0,1,1
3323,Barão de Antonina,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3324,Barbosa,SP,0,0,0,0,0,0,1,0,0,0,0,0,0
3325,Bariri,SP,0,0,0,1,0,1,0,0,0,0,0,0,0
3326,Barra Bonita,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3327,Barra do Chapéu,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3328,Barra do Turvo,SP,0,0,0,0,1,0,1,0,0,0,0,1,1
3329,Barretos,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3330,Barrinha,SP,0,0,0,0,0,0,0,0,0,0,0,1,0
3331,Barueri,SP,1,1,1,1,0,0,0,0,0,0,0,1,1
3332,Bastos,SP,0,0,0,1,0,0,0,0,0,0,0,1,1
3333,Batatais,SP,1,0,0,0,0,0,0,0,0,0,0,1,1
3334,Bauru,SP,1,0,1,1,0,0,0,0,0,0,1,1,1
3335,Bebedouro,SP,1,0,1,1,0,0,0,0,0,0,0,1,1
3336,Bento de Abreu,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3337,Bernardino de Campos,SP,0,1,0,1,0,0,0,0,0,0,0,1,1
3338,Bertioga,SP,1,1,1,1,1,0,0,0,1,0,0,1,1
3339,Bilac,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3340,Birigui,SP,1,0,1,1,0,0,0,0,0,0,0,0,0
3341,Biritiba Mirim,SP,1,1,1,1,0,0,0,0,1,0,1,1,1
3342,Boa Esperança do Sul,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3343,Bocaina,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3344,Bofete,SP,1,0,1,1,0,0,0,0,0,1,1,1,0
3345,Boituva,SP,1,1,1,1,0,0,0,0,0,0,1,0,1
3346,Bom Jesus dos Perdões,SP,1,0,1,0,0,0,0,0,0,0,0,0,0
3347,Bom Sucesso de Itararé,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3348,Borá,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3349,Boracéia,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3350,Borborema,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3351,Borebi,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3352,Botucatu,SP,1,0,1,1,0,0,0,0,0,0,0,1,1
3353,Bragança Paulista,SP,1,0,0,1,0,0,0,0,0,0,0,1,1
3354,Braúna,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3355,Brejo Alegre,SP,0,0,0,0,0,0,0,1,0,0,0,0,0
3356,Brodowski,SP,0,0,0,0,0,0,0,1,0,0,0,1,1
3357,Brotas,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3358,Buri,SP,0,0,0,1,0,0,0,0,0,0,0,1,0
3359,Buritama,SP,0,0,1,0,0,0,0,0,0,0,0,0,0
3360,Buritizal,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3361,Cabrália Paulista,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3362,Cabreúva,SP,1,0,0,1,1,0,0,0,0,0,1,1,1
3363,Caçapava,SP,1,1,1,0,0,0,0,0,1,0,0,1,1
3364,Cachoeira Paulista,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3365,Caconde,SP,1,0,0,0,0,1,0,0,0,0,0,0,0
3366,Cafelândia,SP,0,0,0,0,1,1,0,0,0,0,0,0,0
3367,Caiabu,SP,0,0,0,0,0,1,0,0,0,0,0,1,1
3368,Caieiras,SP,1,1,1,0,0,0,0,0,0,0,0,1,1
3369,Caiuá,SP,0,0,0,0,0,1,0,0,0,0,0,1,1
3370,Cajamar,SP,1,1,1,1,0,0,0,0,0,0,0,1,1
3371,Cajati,SP,1,1,1,1,0,0,0,0,1,0,0,1,1
3372,Cajobi,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3373,Cajuru,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3374,Campina do Monte Alegre,SP,0,0,0,0,0,1,0,0,0,0,0,1,1
3375,Campinas,SP,1,1,1,1,0,0,0,0,0,0,0,1,1
3376,Campo Limpo Paulista,SP,0,1,1,1,0,0,0,0,0,0,0,1,1
3377,Campos do Jordão,SP,1,1,1,1,0,0,0,0,0,0,0,1,1
3378,Campos Novos Paulista,SP,0,0,1,0,0,1,0,0,0,0,0,0,0
3379,Cananéia,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3380,Canas,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3381,Cândido Mota,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3382,Cândido Rodrigues,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3383,Canitar,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3384,Capão Bonito,SP,1,1,1,1,0,0,0,0,0,0,0,1,1
3385,Capela do Alto,SP,0,0,0,1,0,0,0,0,0,0,0,1,1
3386,Capivari,SP,1,0,1,1,0,0,0,0,0,0,0,1,1
3387,Caraguatatuba,SP,1,1,1,0,0,0,0,0,0,0,0,1,1
3388,Carapicuíba,SP,1,1,1,1,1,0,1,0,0,0,0,1,1
3389,Cardoso,SP,1,0,1,1,0,1,0,0,0,0,0,0,0
3390,Casa Branca,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3391,Cássia dos Coqueiros,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3392,Castilho,SP,1,0,1,0,1,1,0,0,0,0,0,0,0
3393,Catanduva,SP,1,0,1,1,0,0,0,0,0,0,0,0,0
3394,Catiguá,SP,1,0,1,0,0,0,0,0,0,0,0,1,1
3395,Cedral,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3396,Cerqueira César,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3397,Cerquilho,SP,1,0,1,0,0,0,0,0,0,0,0,0,0
3398,Cesário Lange,SP,1,0,1,1,0,0,0,0,0,0,0,0,0
3399,Charqueada,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3400,Clementina,SP,0,0,0,0,0,1,1,0,0,0,0,0,0
3401,Colina,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3402,Colômbia,SP,0,0,0,0,0,0,0,0,0,0,0,1,0
3403,Conchal,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3404,Conchas,SP,1,0,0,0,0,0,0,0,0,0,0,1,1
3405,Cordeirópolis,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3406,Coroados,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3407,Coronel Macedo,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3408,Corumbataí,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3409,Cosmópolis,SP,0,0,0,1,0,0,0,0,0,0,0,1,1
3410,Cosmorama,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3411,Cotia,SP,1,0,1,1,0,0,0,0,0,0,0,1,1
3412,Cravinhos,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3413,Cristais Paulista,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3414,Cruzália,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3415,Cruzeiro,SP,1,0,1,1,0,0,0,0,0,0,1,1,1
3416,Cubatão,SP,1,1,1,1,0,0,0,0,0,0,0,1,1
3417,Cunha,SP,0,1,0,0,0,0,0,0,0,0,0,1,1
3418,Descalvado,SP,1,0,1,1,1,1,0,0,0,0,0,0,0
3419,Diadema,SP,1,0,0,1,0,0,0,0,0,0,0,1,1
3420,Dirce Reis,SP,0,0,0,0,0,1,0,0,0,0,0,1,1
3421,Divinolândia,SP,0,0,1,0,0,0,0,0,0,0,0,1,1
3422,Dobrada,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3423,Dois Córregos,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3424,Dolcinópolis,SP,0,0,0,0,1,1,1,0,0,0,0,0,0
3425,Dourado,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,Dracena,SP,0,0,1,1,0,0,0,0,0,0,0,0,0
3427,Duartina,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3428,Dumont,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3429,Echaporã,SP,0,1,0,1,0,0,0,0,0,0,0,0,1
3430,Eldorado,SP,1,1,1,1,0,0,0,0,0,0,0,1,1
3431,Elias Fausto,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3432,Elisiário,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3433,Embaúba,SP,0,0,0,0,0,0,0,1,0,0,0,1,1
3434,Embu das Artes,SP,1,1,1,1,0,0,0,0,1,0,0,1,1
3435,Embu-Guaçu,SP,1,1,1,1,0,0,0,0,1,1,1,1,1
3436,Emilianópolis,SP,0,0,0,0,0,0,1,0,0,0,0,0,0
3437,Engenheiro Coelho,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3438,Espírito Santo do Pinhal,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3439,Espírito Santo do Turvo,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3440,Estrela dOeste,SP,0,0,0,0,0,1,0,1,0,0,0,0,0
3441,Estrela do Norte,SP,1,1,1,1,0,1,0,0,0,1,0,0,1
3442,Euclides da Cunha Paulista,SP,0,0,0,1,0,1,0,0,0,0,1,0,0
3443,Fartura,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3444,Fernandópolis,SP,1,0,1,1,0,0,0,1,0,0,0,1,1
3445,Fernando Prestes,SP,0,0,0,0,0,0,1,0,0,0,0,1,1
3446,Fernão,SP,0,0,0,0,0,1,1,0,0,0,0,0,0
3447,Ferraz de Vasconcelos,SP,1,1,1,1,0,0,0,0,0,0,0,1,1
3448,Flora Rica,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3449,Floreal,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3450,Flórida Paulista,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3451,Florínea,SP,0,0,0,1,0,1,0,0,0,0,0,0,0
3452,Franca,SP,1,0,1,1,0,0,0,0,0,1,1,0,0
3453,Francisco Morato,SP,1,1,1,1,0,0,0,0,0,0,0,1,1
3454,Franco da Rocha,SP,1,1,1,1,0,0,0,0,0,0,0,1,1
3455,Gabriel Monteiro,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3456,Gália,SP,1,0,1,0,0,0,0,0,0,1,0,1,1
3457,Garça,SP,0,0,0,0,0,0,0,0,0,0,0,1,0
3458,Gastão Vidigal,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3459,Gavião Peixoto,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3460,General Salgado,SP,1,0,1,1,0,0,0,0,0,0,0,0,0
3461,Getulina,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3462,Glicério,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3463,Guaiçara,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3464,Guaimbê,SP,0,0,0,1,1,1,0,0,0,0,1,0,0
3465,Guaíra,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3466,Guapiaçu,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3467,Guapiara,SP,1,1,1,1,0,0,0,0,1,0,0,1,1
3468,Guará,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3469,Guaraçaí,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3470,Guaraci,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3471,Guarani dOeste,SP,1,0,0,0,0,0,0,0,0,0,0,0,0
3472,Guarantã,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3473,Guararapes,SP,1,0,1,1,0,0,0,0,0,0,0,1,1
3474,Guararema,SP,1,0,0,0,0,0,0,0,0,0,0,1,1
3475,Guaratinguetá,SP,1,0,0,1,0,0,0,0,0,0,0,1,1
3476,Guareí,SP,1,1,1,1,0,0,0,0,0,0,0,1,1
3477,Guariba,SP,1,0,1,1,0,0,0,0,0,0,0,1,1
3478,Guarujá,SP,1,1,1,1,0,0,0,0,0,0,0,1,1
3479,Guarulhos,SP,1,1,1,0,0,0,0,0,0,0,0,1,1
3480,Guatapará,SP,0,0,0,0,0,0,0,0,0,0,0,0,0
3481,Guzolândia,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3482,Herculândia,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3483,Holambra,SP,0,0,0,1,0,0,0,0,0,0,0,1,1
3484,Hortolândia,SP,1,0,0,1,0,0,0,0,0,0,0,1,1
3485,Iacanga,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3486,Iacri,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3487,Iaras,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3488,Ibaté,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3489,Ibirá,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3490,Ibirarema,SP,0,0,0,0,0,0,0,0,0,0,0,1,1
3491,Ibitinga,SP,0,0,0,0,0,0,0,0,0,0,0,1,0
3492,Ibiúna,SP,1,1,1,1,0,0,0,0,0,0,0,1,1
3493,Icém,SP,0,0,0,0,0,1,0,1,0,0,0,0,0
3494,Iepê,SP,0,0,0,0,0,1,0,0,0,0,0,0,0
3495,Igaraçu do Tietê,SP,0,0,0,0,0,0,0,0,0,0,0,1,0
3496,Igarapava,SP,0,0,0,0,1,0,0,0,0,0,0,1,1
3497,Igaratá,SP,0,1,0,0,0,1,0,0,1,0,0,0,0
